pid,hhd,relationship,age,age-group,gender,income,income-group,education,education-level,edu-year,edu-year-required,status,number,hhd-income,hhd-income-group,license,traffic,max-friend,min-friend,my-score,district,livelong,livelat,wslong,wslat,flexible,mandatory,residence-size,residence-cost,current-accessibility,move,marriage,divorce,birth,death,work,study,immigration,candidate-ws-dis,current-ws-dis,weekday-shopping,weekday-leisure,weekend-shopping,weekend-leisure,distance-max
4838,3719,3,2,1,1,137000,0,0,1,3,3,1,2,274000,0,0,0,19,8,0,0,114.1220831,22.59238119,0,0,0,0,2,1337850,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,75
4839,3720,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.9049729,22.51545518,113.8020222,22.69324358,0,0,2,2342106,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,10
4840,3720,11,16,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,2,1,0,0,113.9049729,22.51545518,113.8165886,22.74648029,0,0,2,2342106,0,0,0,0,0,0,0,0,0,0,0,4,5,2,1,10
4841,3721,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.3871403,22.71081409,114.3672503,22.74564824,0,0,2,969381,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,38
4842,3721,3,12,1,1,137000,0,3,1,1,3,1,2,274000,0,0,0,2,1,0,0,114.3871403,22.71081409,114.398595,22.63845821,0,0,2,969381,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,25
4843,3722,1,42,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.1335832,22.62485819,114.1319117,22.61247265,0,0,2,1459593,0,0,0,0,0,0,0,0,0,0,5.752051545,5,4,1,2,10
4844,3722,3,2,1,1,137000,0,0,1,3,3,1,2,274000,0,0,0,19,8,0,0,114.1335832,22.62485819,0,0,0,0,2,1459593,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,10
4845,3723,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.058055,22.69512613,114.0449931,22.70374768,0,0,2,1692022,0,0,0,0,0,0,0,0,0,0,7.203145879,2,2,3,2,10
4846,3723,3,13,1,1,137000,0,3,1,2,3,1,2,274000,0,0,0,2,1,0,0,114.058055,22.69512613,114.0335776,22.68570394,0,0,2,1692022,0,0,0,0,0,0,0,0,0,0,0,9,4,1,2,10
4847,3724,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.2258562,22.75410679,113.8753606,22.79077999,0,0,2,1170090,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,10
4848,3724,3,9,1,1,137000,0,2,1,4,6,1,2,274000,0,0,0,2,1,0,0,114.2258562,22.75410679,114.2641171,22.73798272,0,0,2,1170090,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,10
4849,3725,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.8821778,22.57154463,113.8893661,22.5612539,0,0,2,1344600,0,0,0,0,0,0,0,0,0,0,5.77731883,9,4,2,2,10
4850,3725,3,12,1,1,137000,0,3,1,1,3,1,2,274000,0,0,0,40,20,0,0,113.8821778,22.57154463,113.9113222,22.57536023,0,0,2,1344600,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,10
4851,3726,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.1277981,22.58868764,113.9805994,22.70188376,0,0,2,1301022,0,0,0,0,0,0,0,0,0,0,85.46283147,2,1,1,2,10
4852,3726,3,3,1,1,137000,0,1,1,1,3,1,2,274000,0,0,0,19,8,0,0,114.1277981,22.58868764,114.1256927,22.59314609,0,0,2,1301022,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,38
4853,3727,1,38,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0813538,22.53581846,114.1144898,22.54904063,0,0,2,1823850,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,25
4854,3727,3,6,1,1,137000,0,2,1,1,6,1,2,274000,0,0,0,8,2,0,0,114.0813538,22.53581846,114.1292601,22.56291605,0,0,2,1823850,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,25
4855,3728,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0519623,22.62454193,114.0395011,22.60753726,0,0,2,1323000,0,0,0,0,0,0,0,0,0,0,9.702758263,6,4,1,1,10
4856,3728,3,15,1,1,137000,0,4,1,1,3,1,2,274000,0,0,0,40,20,0,0,114.0519623,22.62454193,113.9495485,22.54063909,0,0,2,1323000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,10
4857,3729,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1366585,22.61360187,114.1102504,22.62251446,0,0,2,1209600,0,0,0,0,0,0,0,0,0,0,12.8277135,7,2,1,1,25
4858,3729,3,1,1,1,137000,0,0,1,2,3,1,2,274000,0,0,0,2,1,0,0,114.1366585,22.61360187,0,0,0,0,2,1209600,0,0,0,0,0,0,0,0,0,0,0,4,5,2,2,10
4859,3730,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.9299498,22.48990806,113.9952455,22.5333633,0,0,2,2041200,0,0,0,0,0,0,0,0,0,0,36.09878981,1,3,2,1,38
4860,3730,3,8,1,1,137000,0,2,1,3,6,1,2,274000,0,0,0,2,1,0,0,113.9299498,22.48990806,113.9005412,22.54198334,0,0,2,2041200,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,10
4861,3731,1,37,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.1186598,22.53707709,113.8454037,22.71817642,0,0,2,1323189,0,0,0,0,0,0,0,0,0,0,150.8772495,1,2,2,1,38
4862,3731,3,10,1,1,137000,0,2,1,5,6,1,2,274000,0,0,0,8,2,0,0,114.1186598,22.53707709,114.1150198,22.56263599,0,0,2,1323189,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,38
4863,3732,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1101877,22.61879456,114.1039334,22.59992917,0,0,2,1158300,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,10
4864,3732,3,15,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,2,1,0,0,114.1101877,22.61879456,114.1798333,22.65254227,0,0,2,1158300,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,38
4865,3733,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.0037582,22.53790479,113.9444144,22.68440914,0,0,2,2157300,0,0,0,0,0,0,0,0,0,0,72.74949852,5,1,0,1,75
4866,3733,3,9,1,1,137000,0,2,1,4,6,1,2,274000,0,0,0,19,8,0,0,114.0037582,22.53790479,114.0216586,22.54208411,0,0,2,2157300,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,10
4867,3734,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.0493994,22.53432696,114.0604378,22.53882833,0,0,2,2600100,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,10
4868,3734,3,17,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,40,20,0,0,114.0493994,22.53432696,113.8875691,22.76634594,0,0,2,2600100,0,0,0,0,0,0,0,0,0,0,0,5,5,3,1,10
4869,3735,1,38,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1145233,22.54489976,114.1290916,22.55047585,0,0,2,1173171,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10
4870,3735,3,12,1,1,137000,0,3,1,1,3,1,2,274000,0,0,0,40,20,0,0,114.1145233,22.54489976,114.1273117,22.55232136,0,0,2,1173171,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,10
4871,3736,1,38,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.9218497,22.53599972,113.9204428,22.55337554,0,0,2,1842129,0,0,0,0,0,0,0,0,0,0,0,5,3,4,1,10
4872,3736,3,14,1,1,137000,0,3,1,3,3,1,2,274000,0,0,0,2,1,0,0,113.9218497,22.53599972,113.9127016,22.50412355,0,0,2,1842129,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,50
4873,3737,1,42,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.1172407,22.63049964,114.1102504,22.62251446,0,0,2,1457649,0,0,0,0,0,0,0,0,0,0,4.884391975,3,1,2,1,10
4874,3737,3,1,1,1,137000,0,0,1,2,3,1,2,274000,0,0,0,19,8,0,0,114.1172407,22.63049964,0,0,0,0,2,1457649,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,25
4875,3738,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.3475432,22.66921114,114.3518192,22.67714206,0,0,2,1012500,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,10
4876,3738,3,1,1,1,137000,0,0,1,2,3,1,2,274000,0,0,0,19,8,0,0,114.3475432,22.66921114,0,0,0,0,2,1012500,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,10
4877,3739,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.0562232,22.51990442,113.9634208,22.70353264,0,0,2,1999350,0,0,0,0,0,0,0,0,0,0,94.69365458,10,4,1,1,38
4878,3739,3,8,1,1,137000,0,2,1,3,6,1,2,274000,0,0,0,8,2,0,0,114.0562232,22.51990442,114.0985039,22.56191059,0,0,2,1999350,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10
4879,3740,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.079839,22.54379355,114.0718629,22.54517922,0,0,2,1721907,0,0,0,0,0,0,0,0,0,0,3.725940546,4,4,3,1,10
4880,3740,3,3,1,1,137000,0,1,1,1,3,1,2,274000,0,0,0,19,8,0,0,114.079839,22.54379355,114.0786001,22.54360796,0,0,2,1721907,0,0,0,0,0,0,0,0,0,0,0,6,4,2,2,38
4881,3741,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1782169,22.65210551,114.1876572,22.64171731,0,0,2,1064772,0,0,0,0,0,0,0,0,0,0,6.460394496,3,0,4,1,10
4882,3741,3,1,1,1,137000,0,0,1,2,3,1,2,274000,0,0,0,40,20,0,0,114.1782169,22.65210551,0,0,0,0,2,1064772,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,25
4883,3742,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1037883,22.55407365,113.8394428,22.80603833,0,0,2,1365309,0,0,0,0,0,0,0,0,0,0,168.077279,2,3,1,1,10
4884,3742,3,9,1,1,137000,0,2,1,4,6,1,2,274000,0,0,0,2,1,0,0,114.1037883,22.55407365,114.0985039,22.56191059,0,0,2,1365309,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,10
4885,3743,1,37,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.1315695,22.60643929,114.1195464,22.59836534,0,0,2,1472400,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
4886,3743,3,16,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,2,1,0,0,114.1315695,22.60643929,113.9159937,22.49626505,0,0,2,1472400,0,0,0,0,0,0,0,0,0,0,0,6,4,1,1,25
4887,3744,1,38,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.2330761,22.71232915,114.2146748,22.70297441,0,0,2,1220150,0,0,0,0,0,0,0,0,0,0,9.500663636,2,4,2,0,10
4888,3744,3,9,1,1,137000,0,2,1,4,6,1,2,274000,0,0,0,8,2,0,0,114.2330761,22.71232915,114.2206988,22.67479119,0,0,2,1220150,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,10
4889,3745,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,113.9517906,22.56079444,113.9514808,22.57933839,0,0,2,2008800,0,0,0,0,0,0,0,0,0,0,8.535939663,1,1,1,0,10
4890,3745,3,0,1,1,137000,0,0,1,1,3,1,2,274000,0,0,0,19,8,0,0,113.9517906,22.56079444,0,0,0,0,2,2008800,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,25
4891,3746,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0154736,22.65448952,113.9757367,22.69308219,0,0,2,1296540,0,0,0,0,0,0,0,0,0,0,0,10,3,2,2,38
4892,3746,3,7,1,1,137000,0,2,1,2,6,1,2,274000,0,0,0,2,1,0,0,114.0154736,22.65448952,114.0285019,22.63620018,0,0,2,1296540,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1,25
4893,3747,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.021714,22.53828784,113.8992632,22.73667783,0,0,2,1954800,0,0,0,0,0,0,0,0,0,0,107.2999202,5,4,2,1,10
4894,3747,3,6,1,1,137000,0,2,1,1,6,1,2,274000,0,0,0,2,1,0,0,114.021714,22.53828784,114.0216586,22.54208411,0,0,2,1954800,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,10
4895,3748,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.059609,22.54860145,114.0790509,22.54727143,0,0,2,2737800,0,0,0,0,0,0,0,0,0,0,8.96893877,3,3,1,2,10
4896,3748,3,10,1,1,137000,0,2,1,5,6,1,2,274000,0,0,0,19,8,0,0,114.059609,22.54860145,114.0486133,22.54572489,0,0,2,2737800,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,25
4897,3749,1,38,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.1255815,22.54376704,114.1114251,22.54676029,0,0,2,1415844,0,0,0,0,0,0,0,0,0,0,0,10,0,2,2,10
4898,3749,3,0,1,1,137000,0,0,1,1,3,1,2,274000,0,0,0,19,8,0,0,114.1255815,22.54376704,0,0,0,0,2,1415844,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,100
4899,3750,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.2084736,22.70857754,114.2690521,22.7345028,0,0,2,1105866,0,0,0,0,0,0,0,0,0,0,0,7,5,4,1,38
4900,3750,3,13,1,1,137000,0,3,1,2,3,1,2,274000,0,0,0,40,20,0,0,114.2084736,22.70857754,114.2417657,22.70691407,0,0,2,1105866,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,10
4901,3751,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0301127,22.52337261,114.0984549,22.56231854,0,0,2,2017143,0,0,0,0,0,0,0,0,0,0,36.2029578,1,4,2,1,38
4902,3751,3,4,1,1,137000,0,1,1,2,3,1,2,274000,0,0,0,19,8,0,0,114.0301127,22.52337261,114.0204033,22.52962126,0,0,2,2017143,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,10
4903,3752,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1322741,22.57814231,114.1298599,22.57173101,0,0,2,1785402,0,0,0,0,0,0,0,0,0,0,3.153031053,0,2,3,0,10
4904,3752,11,17,1,1,137000,0,4,1,3,3,1,2,274000,0,0,0,8,2,0,0,114.1322741,22.57814231,113.9495485,22.54063909,0,0,2,1785402,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,75
4905,3753,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.8593418,22.62832393,113.8716275,22.75540599,0,0,2,1138941,0,0,0,0,0,0,0,0,0,0,58.76148962,0,1,1,0,38
4906,3753,3,8,1,1,137000,0,2,1,3,6,1,2,274000,0,0,0,40,20,0,0,113.8593418,22.62832393,113.8557334,22.65535098,0,0,2,1138941,0,0,0,0,0,0,0,0,0,0,0,8,4,0,2,10
4907,3754,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1782169,22.65210551,114.2145153,22.61194809,0,0,2,1064772,0,0,0,0,0,0,0,0,0,0,0,4,5,4,1,25
4908,3754,3,0,1,1,137000,0,0,1,1,3,1,2,274000,0,0,0,19,8,0,0,114.1782169,22.65210551,0,0,0,0,2,1064772,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,10
4909,3755,1,44,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.1278678,22.55997049,114.1221481,22.6011108,0,0,2,1981800,0,0,0,0,0,0,0,0,0,0,19.11671478,1,0,2,2,25
4910,3755,3,15,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,40,20,0,0,114.1278678,22.55997049,113.9159937,22.49626505,0,0,2,1981800,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,38
4911,3756,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,113.9084027,22.53064115,113.9141292,22.54075615,0,0,2,2178000,0,0,0,0,0,0,0,0,0,0,0,2,5,1,2,10
4912,3756,3,1,1,1,137000,0,0,1,2,3,1,2,274000,0,0,0,2,1,0,0,113.9084027,22.53064115,0,0,0,0,2,2178000,0,0,0,0,0,0,0,0,0,0,0,8,3,1,0,10
4913,3757,1,43,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,113.9767135,22.5617285,113.9883071,22.5473325,0,0,2,1965600,0,0,0,0,0,0,0,0,0,0,8.507133682,2,3,2,2,10
4914,3757,3,3,1,1,137000,0,1,1,1,3,1,2,274000,0,0,0,19,8,0,0,113.9767135,22.5617285,113.9684818,22.56243403,0,0,2,1965600,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,10
4915,3758,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0636539,22.57488868,114.0930843,22.5622219,0,0,2,2054700,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,25
4916,3758,3,14,1,1,137000,0,3,1,3,3,1,2,274000,0,0,0,8,2,0,0,114.0636539,22.57488868,114.08199,22.55050255,0,0,2,2054700,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,10
4917,3759,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.1101404,22.54153671,114.1144898,22.54904063,0,0,2,1128691,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,10
4918,3759,3,7,1,1,137000,0,2,1,2,6,1,2,274000,0,0,0,19,8,0,0,114.1101404,22.54153671,114.1150198,22.56263599,0,0,2,1128691,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,10
4919,3760,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0424233,22.68753666,114.0994988,22.70120735,0,0,2,1290600,0,0,0,0,0,0,0,0,0,0,27.01168122,5,1,1,2,75
4920,3760,3,14,1,1,137000,0,3,1,3,3,1,2,274000,0,0,0,40,20,0,0,114.0424233,22.68753666,114.0335776,22.68570394,0,0,2,1290600,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,10
4921,3761,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,113.8577667,22.58392266,113.9045836,22.80055712,0,0,2,1474821,0,0,0,0,0,0,0,0,0,0,102.0065099,0,4,3,2,25
4922,3761,3,13,1,1,137000,0,3,1,2,3,1,2,274000,0,0,0,19,8,0,0,113.8577667,22.58392266,113.8736547,22.60193417,0,0,2,1474821,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,25
4923,3762,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.1309326,22.58914446,114.2044147,22.65238145,0,0,2,1438060,0,0,0,0,0,0,0,0,0,0,0,5,4,1,2,50
4924,3762,3,13,1,1,137000,0,3,1,2,3,1,2,274000,0,0,0,2,1,0,0,114.1309326,22.58914446,114.1264577,22.60106998,0,0,2,1438060,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,25
4925,3763,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,8,2,0,0,114.144408,22.61981457,114.1942113,22.64106038,0,0,2,1236600,0,0,0,0,0,0,0,0,0,0,24.92023829,5,5,0,1,25
4926,3763,3,5,1,1,137000,0,1,1,3,3,1,2,274000,0,0,0,40,20,0,0,114.144408,22.61981457,114.1448987,22.612774,0,0,2,1236600,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,38
4927,3764,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.9305493,22.50677465,113.8686746,22.79460203,0,0,2,2547450,0,0,0,0,0,0,0,0,0,0,135.4972886,7,0,1,2,25
4928,3764,3,10,1,1,137000,0,2,1,5,6,1,2,274000,0,0,0,8,2,0,0,113.9305493,22.50677465,113.9020774,22.56721905,0,0,2,2547450,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10
4929,3765,1,39,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.2378371,22.71639645,114.2312904,22.70918313,0,0,2,1135692,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,10
4930,3765,3,6,1,1,137000,0,2,1,1,6,1,2,274000,0,0,0,2,1,0,0,114.2378371,22.71639645,114.2312904,22.70918313,0,0,2,1135692,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,25
4931,3766,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0192611,22.65543333,113.981679,22.72850334,0,0,2,1154250,0,0,0,0,0,0,0,0,0,0,37.81752911,10,4,2,0,38
4932,3766,3,17,1,1,137000,0,4,1,3,3,1,2,274000,0,0,0,2,1,0,0,114.0192611,22.65543333,113.9495485,22.54063909,0,0,2,1154250,0,0,0,0,0,0,0,0,0,0,0,9,4,1,1,10
4933,3767,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.9137305,22.53941897,113.9853128,22.56103544,0,0,2,1703961,0,0,0,0,0,0,0,0,0,0,34.41476356,0,1,0,0,50
4934,3767,3,7,1,1,137000,0,2,1,2,6,1,2,274000,0,0,0,2,1,0,0,113.9137305,22.53941897,113.9169562,22.54818132,0,0,2,1703961,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,10
4935,3768,1,41,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.11885,22.56581934,114.0984549,22.56231854,0,0,2,2274471,0,0,0,0,0,0,0,0,0,0,9.524008783,1,0,1,1,10
4936,3768,3,15,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,40,20,0,0,114.11885,22.56581934,114.0135224,22.72799984,0,0,2,2274471,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,10
4937,3769,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,113.9196572,22.51147003,113.9175271,22.72183077,0,0,2,1539000,0,0,0,0,0,0,0,0,0,0,96.82231129,1,3,0,1,100
4938,3769,11,15,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,19,8,0,0,113.9196572,22.51147003,113.8875691,22.76634594,0,0,2,1539000,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,25
4939,3770,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,113.8746316,22.55197004,113.9178831,22.57803877,0,0,2,1630705,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,25
4940,3770,11,16,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,8,2,0,0,113.8746316,22.55197004,113.981697,22.54120672,0,0,2,1630705,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,38
4941,3771,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1736769,22.5659405,113.9834399,22.74001975,0,0,2,1703700,0,0,0,0,0,0,0,0,0,0,118.6803303,4,4,2,2,10
4942,3771,3,4,1,1,137000,0,1,1,2,3,1,2,274000,0,0,0,19,8,0,0,114.1736769,22.5659405,114.1725753,22.56719161,0,0,2,1703700,0,0,0,0,0,0,0,0,0,0,0,5,3,3,1,10
4943,3772,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.266457,22.69397912,114.4059728,22.74964726,0,0,2,1134000,0,0,0,0,0,0,0,0,0,0,69.13415999,1,2,2,2,10
4944,3772,3,8,1,1,137000,0,2,1,3,6,1,2,274000,0,0,0,2,1,0,0,114.266457,22.69397912,114.2729687,22.69881083,0,0,2,1134000,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,10
4945,3773,1,35,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.0301127,22.52337261,114.0384511,22.57335395,0,0,2,2017143,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,50
4946,3773,3,14,1,1,137000,0,3,1,3,3,1,2,274000,0,0,0,2,1,0,0,114.0301127,22.52337261,113.9842434,22.59357109,0,0,2,2017143,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,25
4947,3774,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,113.8505256,22.57003332,113.7961225,22.72937009,0,0,2,1977300,0,0,0,0,0,0,0,0,0,0,77.49058957,1,0,2,0,10
4948,3774,3,7,1,1,137000,0,2,1,2,6,1,2,274000,0,0,0,40,20,0,0,113.8505256,22.57003332,113.8635089,22.56682005,0,0,2,1977300,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,10
4949,3775,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,114.1219544,22.54206436,114.0431905,22.55531317,0,0,2,1337850,0,0,0,0,0,0,0,0,0,0,36.75990863,0,1,4,0,38
4950,3775,3,3,1,1,137000,0,1,1,1,3,1,2,274000,0,0,0,2,1,0,0,114.1219544,22.54206436,114.1230041,22.55053121,0,0,2,1337850,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,25
4951,3776,1,36,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,2,1,0,0,113.8652014,22.5862659,113.8897551,22.77264868,0,0,2,1006830,0,0,0,0,0,0,0,0,0,0,86.52279083,2,0,2,2,10
4952,3776,3,9,1,1,137000,0,2,1,4,6,1,2,274000,0,0,0,40,20,0,0,113.8652014,22.5862659,113.8635089,22.56682005,0,0,2,1006830,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,100
4953,3777,1,37,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,40,20,0,0,114.1314078,22.61571589,114.1020648,22.59017166,0,0,2,1108800,0,0,0,0,0,0,0,0,0,0,17.90533614,4,2,1,2,25
4954,3777,3,0,1,1,137000,0,0,1,1,3,1,2,274000,0,0,0,19,8,0,0,114.1314078,22.61571589,0,0,0,0,2,1108800,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10
4955,3778,1,37,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,114.1207023,22.53944976,114.1100798,22.59688819,0,0,2,967680,0,0,0,0,0,0,0,0,0,0,26.88398764,6,2,1,2,38
4956,3778,3,15,1,1,137000,0,5,1,0,3,1,2,274000,0,0,0,40,20,0,0,114.1207023,22.53944976,113.8365614,22.6489862,0,0,2,967680,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,10
4957,3779,1,40,4,0,137000,0,6,2,0,0,2,2,274000,0,1,0,19,8,0,0,113.979472,22.5621445,113.9771094,22.55295138,0,0,2,1756505,0,0,0,0,0,0,0,0,0,0,4.368573448,1,5,3,1,10
