hid,pid,Gender,Age_group,Education,Income,license,status,Education_detailed,number,Long,Lat
1604,4278,1,4,2,3274,0,2,6,3,0,0
1604,4279,0,4,1,3079,1,2,4,3,0,0
1604,4280,1,7,4,200,0,4,10,3,0,0
1605,4281,1,4,2,3274,0,2,6,3,0,0
1605,4282,0,4,1,3079,1,2,4,3,0,0
1605,4283,1,7,4,200,0,4,10,3,0,0
1606,4284,1,4,2,3274,0,2,6,3,0,0
1606,4285,0,4,1,3079,1,2,4,3,0,0
1606,4286,1,7,4,200,0,4,10,3,0,0
1607,4287,1,4,2,3274,0,2,6,3,0,0
1607,4288,0,4,1,3079,1,2,4,3,0,0
1607,4289,1,7,4,200,0,4,10,3,0,0
1608,4290,1,4,2,3274,0,2,6,3,0,0
1608,4291,0,4,1,3079,1,2,4,3,0,0
1608,4292,1,7,4,200,0,4,10,3,0,0
1609,4293,1,4,2,3274,0,2,6,3,0,0
1609,4294,0,4,1,3079,1,2,4,3,0,0
1609,4295,1,7,4,200,0,4,10,3,0,0
1610,4296,1,4,2,3274,0,2,6,3,0,0
1610,4297,0,4,1,3079,1,2,4,3,0,0
1610,4298,1,7,4,200,0,4,10,3,0,0
1611,4299,1,4,2,3274,0,2,6,3,0,0
1611,4300,0,4,1,3079,1,2,4,3,0,0
1611,4301,1,7,4,200,0,4,10,3,0,0
1612,4302,1,4,2,3274,0,2,6,3,0,0
1612,4303,0,4,1,3079,1,2,4,3,0,0
1612,4304,1,7,4,200,0,4,10,3,0,0
1613,4305,1,4,2,3274,0,2,6,3,0,0
1613,4306,0,4,1,3079,1,2,4,3,0,0
1613,4307,1,7,4,200,0,4,10,3,0,0
1614,4308,1,4,2,3274,0,2,6,3,0,0
1614,4309,0,4,1,3079,1,2,4,3,0,0
1614,4310,1,7,4,200,0,4,10,3,0,0
1615,4311,1,4,2,3274,0,2,6,3,0,0
1615,4312,0,4,1,3079,1,2,4,3,0,0
1615,4313,1,7,4,200,0,4,10,3,0,0
1616,4314,1,4,2,3274,0,2,6,3,0,0
1616,4315,0,4,1,3079,1,2,4,3,0,0
1616,4316,1,7,4,200,0,4,10,3,0,0
1617,4317,1,4,2,3274,0,2,6,3,0,0
1617,4318,0,4,1,3079,1,2,4,3,0,0
1617,4319,1,7,4,200,0,4,10,3,0,0
1618,4320,1,4,2,3274,0,2,6,3,0,0
1618,4321,0,4,1,3079,1,2,4,3,0,0
1618,4322,1,7,4,200,0,4,10,3,0,0
1619,4323,1,4,2,3274,0,2,6,3,0,0
1619,4324,0,4,1,3079,1,2,4,3,0,0
1619,4325,1,7,4,200,0,4,10,3,0,0
1620,4326,1,4,2,3274,0,2,6,3,0,0
1620,4327,0,4,1,3079,1,2,4,3,0,0
1620,4328,1,7,4,200,0,4,10,3,0,0
1621,4329,1,4,2,3274,0,2,6,3,0,0
1621,4330,0,4,1,3079,1,2,4,3,0,0
1621,4331,1,7,4,200,0,4,10,3,0,0
1622,4332,1,4,2,3274,0,2,6,3,0,0
1622,4333,0,4,1,3079,1,2,4,3,0,0
1622,4334,1,7,4,200,0,4,10,3,0,0
1623,4335,1,4,2,3274,0,2,6,3,0,0
1623,4336,0,4,1,3079,1,2,4,3,0,0
1623,4337,1,7,4,200,0,4,10,3,0,0
1624,4338,1,4,2,3274,0,2,6,3,0,0
1624,4339,0,4,1,3079,1,2,4,3,0,0
1624,4340,1,7,4,200,0,4,10,3,0,0
1625,4341,1,4,2,3274,0,2,6,3,0,0
1625,4342,0,4,1,3079,1,2,4,3,0,0
1625,4343,1,7,4,200,0,4,10,3,0,0
1626,4344,1,4,2,3274,0,2,6,3,0,0
1626,4345,0,4,1,3079,1,2,4,3,0,0
1626,4346,1,7,4,200,0,4,10,3,0,0
1627,4347,1,4,2,3274,0,2,6,3,0,0
1627,4348,0,4,1,3079,1,2,4,3,0,0
1627,4349,1,7,4,200,0,4,10,3,0,0
1628,4350,1,4,2,3274,0,2,6,3,0,0
1628,4351,0,4,1,3079,1,2,4,3,0,0
1628,4352,1,7,4,200,0,4,10,3,0,0
1629,4353,1,4,2,3274,0,2,6,3,0,0
1629,4354,0,4,1,3079,1,2,4,3,0,0
1629,4355,1,7,4,200,0,4,10,3,0,0
1630,4356,1,4,2,3274,0,2,6,3,0,0
1630,4357,0,4,1,3079,1,2,4,3,0,0
1630,4358,1,7,4,200,0,4,10,3,0,0
1631,4359,1,4,2,3274,0,2,6,3,0,0
1631,4360,0,4,1,3079,1,2,4,3,0,0
1631,4361,1,7,4,200,0,4,10,3,0,0
1632,4362,1,4,2,3274,0,2,6,3,0,0
1632,4363,0,4,1,3079,1,2,4,3,0,0
1632,4364,1,7,4,200,0,4,10,3,0,0
1633,4365,1,4,2,3274,0,2,6,3,0,0
1633,4366,0,4,1,3079,1,2,4,3,0,0
1633,4367,1,7,4,200,0,4,10,3,0,0
1634,4368,1,4,2,3274,0,2,6,3,0,0
1634,4369,0,4,1,3079,1,2,4,3,0,0
1634,4370,1,7,4,200,0,4,10,3,0,0
1635,4371,1,4,2,3274,0,2,6,3,0,0
1635,4372,0,4,1,3079,1,2,4,3,0,0
1635,4373,1,7,4,200,0,4,10,3,0,0
1636,4374,1,4,2,3274,0,2,6,3,0,0
1636,4375,0,4,1,3079,1,2,4,3,0,0
1636,4376,1,7,4,200,0,4,10,3,0,0
1637,4377,1,4,2,3274,0,2,6,3,0,0
1637,4378,0,4,1,3079,1,2,4,3,0,0
1637,4379,1,7,4,200,0,4,10,3,0,0
1638,4380,1,4,2,3274,0,2,6,3,0,0
1638,4381,0,4,1,3079,1,2,4,3,0,0
1638,4382,1,7,4,200,0,4,10,3,0,0
1639,4383,1,4,2,3274,0,2,6,3,0,0
1639,4384,0,4,1,3079,1,2,4,3,0,0
1639,4385,1,7,4,200,0,4,10,3,0,0
1640,4386,1,4,2,3274,0,2,6,3,0,0
1640,4387,0,4,1,3079,1,2,4,3,0,0
1640,4388,1,7,4,200,0,4,10,3,0,0
1641,4389,1,4,2,3274,0,2,6,3,0,0
1641,4390,0,4,1,3079,1,2,4,3,0,0
1641,4391,1,7,4,200,0,4,10,3,0,0
1642,4392,1,4,2,3274,0,2,6,3,0,0
1642,4393,0,4,1,3079,1,2,4,3,0,0
1642,4394,1,7,4,200,0,4,10,3,0,0
1643,4395,1,4,2,3274,0,2,6,3,0,0
1643,4396,0,4,1,3079,1,2,4,3,0,0
1643,4397,1,7,4,200,0,4,10,3,0,0
1644,4398,1,4,2,3274,0,2,6,3,0,0
1644,4399,0,4,1,3079,1,2,4,3,0,0
1644,4400,1,7,4,200,0,4,10,3,0,0
1645,4401,1,4,2,3274,0,2,6,3,0,0
1645,4402,0,4,1,3079,1,2,4,3,0,0
1645,4403,1,7,4,200,0,4,10,3,0,0
1646,4404,1,4,2,3274,0,2,6,3,0,0
1646,4405,0,4,1,3079,1,2,4,3,0,0
1646,4406,1,7,4,200,0,4,10,3,0,0
1647,4407,1,4,2,3274,0,2,6,3,0,0
1647,4408,0,4,1,3079,1,2,4,3,0,0
1647,4409,1,7,4,200,0,4,10,3,0,0
1648,4410,1,4,2,3274,0,2,6,3,0,0
1648,4411,0,4,1,3079,1,2,4,3,0,0
1648,4412,1,7,4,200,0,4,10,3,0,0
1649,4413,1,4,2,3274,0,2,6,3,0,0
1649,4414,0,4,1,3079,1,2,4,3,0,0
1649,4415,1,7,4,200,0,4,10,3,0,0
1650,4416,1,4,2,3274,0,2,6,3,0,0
1650,4417,0,4,1,3079,1,2,4,3,0,0
1650,4418,1,7,4,200,0,4,10,3,0,0
1651,4419,1,4,2,3274,0,2,6,3,0,0
1651,4420,0,4,1,3079,1,2,4,3,0,0
1651,4421,1,7,4,200,0,4,10,3,0,0
1652,4422,1,4,2,3274,0,2,6,3,0,0
1652,4423,0,4,1,3079,1,2,4,3,0,0
1652,4424,1,7,4,200,0,4,10,3,0,0
1653,4425,1,4,2,3274,0,2,6,3,0,0
1653,4426,0,4,1,3079,1,2,4,3,0,0
1653,4427,1,7,4,200,0,4,10,3,0,0
1654,4428,1,4,2,3274,0,2,6,3,0,0
1654,4429,0,4,1,3079,1,2,4,3,0,0
1654,4430,1,7,4,200,0,4,10,3,0,0
1655,4431,1,4,2,3274,0,2,6,3,0,0
1655,4432,0,4,1,3079,1,2,4,3,0,0
1655,4433,1,7,4,200,0,4,10,3,0,0
1656,4434,1,4,2,3274,0,2,6,3,0,0
1656,4435,0,4,1,3079,1,2,4,3,0,0
1656,4436,1,7,4,200,0,4,10,3,0,0
1657,4437,1,4,2,3274,0,2,6,3,0,0
1657,4438,0,4,1,3079,1,2,4,3,0,0
1657,4439,1,7,4,200,0,4,10,3,0,0
1658,4440,1,4,2,3274,0,2,6,3,0,0
1658,4441,0,4,1,3079,1,2,4,3,0,0
1658,4442,1,7,4,200,0,4,10,3,0,0
1659,4443,1,4,2,3274,0,2,6,3,0,0
1659,4444,0,4,1,3079,1,2,4,3,0,0
1659,4445,1,7,4,200,0,4,10,3,0,0
1660,4446,1,4,2,3274,0,2,6,3,0,0
1660,4447,0,4,1,3079,1,2,4,3,0,0
1660,4448,1,7,4,200,0,4,10,3,0,0
1661,4449,1,4,2,3274,0,2,6,3,0,0
1661,4450,0,4,1,3079,1,2,4,3,0,0
1661,4451,1,7,4,200,0,4,10,3,0,0
1662,4452,1,4,2,3274,0,2,6,3,0,0
1662,4453,0,4,1,3079,1,2,4,3,0,0
1662,4454,1,7,4,200,0,4,10,3,0,0
1663,4455,1,4,2,3274,0,2,6,3,0,0
1663,4456,0,4,1,3079,1,2,4,3,0,0
1663,4457,1,7,4,200,0,4,10,3,0,0
1664,4458,1,4,2,3274,0,2,6,3,0,0
1664,4459,0,4,1,3079,1,2,4,3,0,0
1664,4460,1,7,4,200,0,4,10,3,0,0
1665,4461,1,4,2,3274,0,2,6,3,0,0
1665,4462,0,4,1,3079,1,2,4,3,0,0
1665,4463,1,7,4,200,0,4,10,3,0,0
1666,4464,1,4,2,3274,0,2,6,3,0,0
1666,4465,0,4,1,3079,1,2,4,3,0,0
1666,4466,1,7,4,200,0,4,10,3,0,0
1667,4467,1,4,2,3274,0,2,6,3,0,0
1667,4468,0,4,1,3079,1,2,4,3,0,0
1667,4469,1,7,4,200,0,4,10,3,0,0
1668,4470,1,4,2,3274,0,2,6,3,0,0
1668,4471,0,4,1,3079,1,2,4,3,0,0
1668,4472,1,7,4,200,0,4,10,3,0,0
1669,4473,1,4,2,3274,0,2,6,3,0,0
1669,4474,0,4,1,3079,1,2,4,3,0,0
1669,4475,1,7,4,200,0,4,10,3,0,0
1670,4476,1,4,2,3274,0,2,6,3,0,0
1670,4477,0,4,1,3079,1,2,4,3,0,0
1670,4478,1,7,4,200,0,4,10,3,0,0
1671,4479,1,4,2,3274,0,2,6,3,0,0
1671,4480,0,4,1,3079,1,2,4,3,0,0
1671,4481,1,7,4,200,0,4,10,3,0,0
1672,4482,1,4,2,3274,0,2,6,3,0,0
1672,4483,0,4,1,3079,1,2,4,3,0,0
1672,4484,1,7,4,200,0,4,10,3,0,0
1673,4485,1,4,2,3274,0,2,6,3,0,0
1673,4486,0,4,1,3079,1,2,4,3,0,0
1673,4487,1,7,4,200,0,4,10,3,0,0
1674,4488,1,4,2,3274,0,2,6,3,0,0
1674,4489,0,4,1,3079,1,2,4,3,0,0
1674,4490,1,7,4,200,0,4,10,3,0,0
1675,4491,1,4,2,3274,0,2,6,3,0,0
1675,4492,0,4,1,3079,1,2,4,3,0,0
1675,4493,1,7,4,200,0,4,10,3,0,0
1676,4494,1,4,2,3274,0,2,6,3,0,0
1676,4495,0,4,1,3079,1,2,4,3,0,0
1676,4496,1,7,4,200,0,4,10,3,0,0
1677,4497,1,4,2,3274,0,2,6,3,0,0
1677,4498,0,4,1,3079,1,2,4,3,0,0
1677,4499,1,7,4,200,0,4,10,3,0,0
1678,4500,1,4,2,3274,0,2,6,3,0,0
1678,4501,0,4,1,3079,1,2,4,3,0,0
1678,4502,1,7,4,200,0,4,10,3,0,0
1679,4503,1,4,2,3274,0,2,6,3,0,0
1679,4504,0,4,1,3079,1,2,4,3,0,0
1679,4505,1,7,4,200,0,4,10,3,0,0
1680,4506,1,4,2,3274,0,2,6,3,0,0
1680,4507,0,4,1,3079,1,2,4,3,0,0
1680,4508,1,7,4,200,0,4,10,3,0,0
1681,4509,1,4,2,3274,0,2,6,3,0,0
1681,4510,0,4,1,3079,1,2,4,3,0,0
1681,4511,1,7,4,200,0,4,10,3,0,0
1682,4512,1,4,2,3274,0,2,6,3,0,0
1682,4513,0,4,1,3079,1,2,4,3,0,0
1682,4514,1,7,4,200,0,4,10,3,0,0
1683,4515,1,4,2,3274,0,2,6,3,0,0
1683,4516,0,4,1,3079,1,2,4,3,0,0
1683,4517,1,7,4,200,0,4,10,3,0,0
1684,4518,1,4,2,3274,0,2,6,3,0,0
1684,4519,0,4,1,3079,1,2,4,3,0,0
1684,4520,1,7,4,200,0,4,10,3,0,0
1685,4521,1,4,2,3274,0,2,6,3,0,0
1685,4522,0,4,1,3079,1,2,4,3,0,0
1685,4523,1,7,4,200,0,4,10,3,0,0
1686,4524,1,4,2,3274,0,2,6,3,0,0
1686,4525,0,4,1,3079,1,2,4,3,0,0
1686,4526,1,7,4,200,0,4,10,3,0,0
1687,4527,1,4,2,3274,0,2,6,3,0,0
1687,4528,0,4,1,3079,1,2,4,3,0,0
1687,4529,1,7,4,200,0,4,10,3,0,0
1688,4530,1,4,2,3274,0,2,6,3,0,0
1688,4531,0,4,1,3079,1,2,4,3,0,0
1688,4532,1,7,4,200,0,4,10,3,0,0
1689,4533,1,4,2,3274,0,2,6,3,0,0
1689,4534,0,4,1,3079,1,2,4,3,0,0
1689,4535,1,7,4,200,0,4,10,3,0,0
1690,4536,1,4,2,3274,0,2,6,3,0,0
1690,4537,0,4,1,3079,1,2,4,3,0,0
1690,4538,1,7,4,200,0,4,10,3,0,0
1691,4539,1,4,2,3274,0,2,6,3,0,0
1691,4540,0,4,1,3079,1,2,4,3,0,0
1691,4541,1,7,4,200,0,4,10,3,0,0
1692,4542,1,4,2,3274,0,2,6,3,0,0
1692,4543,0,4,1,3079,1,2,4,3,0,0
1692,4544,1,7,4,200,0,4,10,3,0,0
1693,4545,1,4,2,3274,0,2,6,3,0,0
1693,4546,0,4,1,3079,1,2,4,3,0,0
1693,4547,1,7,4,200,0,4,10,3,0,0
1694,4548,1,4,2,3274,0,2,6,3,0,0
1694,4549,0,4,1,3079,1,2,4,3,0,0
1694,4550,1,7,4,200,0,4,10,3,0,0
1695,4551,1,4,2,3274,0,2,6,3,0,0
1695,4552,0,4,1,3079,1,2,4,3,0,0
1695,4553,1,7,4,200,0,4,10,3,0,0
1696,4554,1,4,2,3274,0,2,6,3,0,0
1696,4555,0,4,1,3079,1,2,4,3,0,0
1696,4556,1,7,4,200,0,4,10,3,0,0
1697,4557,1,4,2,3274,0,2,6,3,0,0
1697,4558,0,4,1,3079,1,2,4,3,0,0
1697,4559,1,7,4,200,0,4,10,3,0,0
1698,4560,1,4,2,3274,0,2,6,3,0,0
1698,4561,0,4,1,3079,1,2,4,3,0,0
1698,4562,1,7,4,200,0,4,10,3,0,0
1699,4563,1,4,2,3274,0,2,6,3,0,0
1699,4564,0,4,1,3079,1,2,4,3,0,0
1699,4565,1,7,4,200,0,4,10,3,0,0
1700,4566,1,4,2,3274,0,2,6,3,0,0
1700,4567,0,4,1,3079,1,2,4,3,0,0
1700,4568,1,7,4,200,0,4,10,3,0,0
1701,4569,1,4,2,3274,0,2,6,3,0,0
1701,4570,0,4,1,3079,1,2,4,3,0,0
1701,4571,1,7,4,200,0,4,10,3,0,0
1702,4572,1,4,2,3274,0,2,6,3,0,0
1702,4573,0,4,1,3079,1,2,4,3,0,0
1702,4574,1,7,4,200,0,4,10,3,0,0
1703,4575,1,4,2,3274,0,2,6,3,0,0
1703,4576,0,4,1,3079,1,2,4,3,0,0
1703,4577,1,7,4,200,0,4,10,3,0,0
1704,4578,1,4,2,3274,0,2,6,3,0,0
1704,4579,0,4,1,3079,1,2,4,3,0,0
1704,4580,1,7,4,200,0,4,10,3,0,0
1705,4581,1,4,2,3274,0,2,6,3,0,0
1705,4582,0,4,1,3079,1,2,4,3,0,0
1705,4583,1,7,4,200,0,4,10,3,0,0
1706,4584,1,4,2,3274,0,2,6,3,0,0
1706,4585,0,4,1,3079,1,2,4,3,0,0
1706,4586,1,7,4,200,0,4,10,3,0,0
1707,4587,1,4,2,3274,0,2,6,3,0,0
1707,4588,0,4,1,3079,1,2,4,3,0,0
1707,4589,1,7,4,200,0,4,10,3,0,0
1708,4590,1,4,2,3274,0,2,6,3,0,0
1708,4591,0,4,1,3079,1,2,4,3,0,0
1708,4592,1,7,4,200,0,4,10,3,0,0
1709,4593,1,4,2,3274,0,2,6,3,0,0
1709,4594,0,4,1,3079,1,2,4,3,0,0
1709,4595,1,7,4,200,0,4,10,3,0,0
1710,4596,1,4,2,3274,0,2,6,3,0,0
1710,4597,0,4,1,3079,1,2,4,3,0,0
1710,4598,1,7,4,200,0,4,10,3,0,0
1711,4599,1,4,2,3274,0,2,6,3,0,0
1711,4600,0,4,1,3079,1,2,4,3,0,0
1711,4601,1,7,4,200,0,4,10,3,0,0
1712,4602,1,4,2,3274,0,2,6,3,0,0
1712,4603,0,4,1,3079,1,2,4,3,0,0
1712,4604,1,7,4,200,0,4,10,3,0,0
1713,4605,1,4,2,3274,0,2,6,3,0,0
1713,4606,0,4,1,3079,1,2,4,3,0,0
1713,4607,1,7,4,200,0,4,10,3,0,0
1714,4608,1,4,2,3274,0,2,6,3,0,0
1714,4609,0,4,1,3079,1,2,4,3,0,0
1714,4610,1,7,4,200,0,4,10,3,0,0
1715,4611,1,4,2,3274,0,2,6,3,0,0
1715,4612,0,4,1,3079,1,2,4,3,0,0
1715,4613,1,7,4,200,0,4,10,3,0,0
1716,4614,1,4,2,3274,0,2,6,3,0,0
1716,4615,0,4,1,3079,1,2,4,3,0,0
1716,4616,1,7,4,200,0,4,10,3,0,0
1717,4617,1,4,2,3274,0,2,6,3,0,0
1717,4618,0,4,1,3079,1,2,4,3,0,0
1717,4619,1,7,4,200,0,4,10,3,0,0
1718,4620,1,4,2,3274,0,2,6,3,0,0
1718,4621,0,4,1,3079,1,2,4,3,0,0
1718,4622,1,7,4,200,0,4,10,3,0,0
1719,4623,1,4,2,3274,0,2,6,3,0,0
1719,4624,0,4,1,3079,1,2,4,3,0,0
1719,4625,1,7,4,200,0,4,10,3,0,0
1720,4626,1,4,2,3274,0,2,6,3,0,0
1720,4627,0,4,1,3079,1,2,4,3,0,0
1720,4628,1,7,4,200,0,4,10,3,0,0
1721,4629,1,4,2,3274,0,2,6,3,0,0
1721,4630,0,4,1,3079,1,2,4,3,0,0
1721,4631,1,7,4,200,0,4,10,3,0,0
1722,4632,1,4,2,3274,0,2,6,3,0,0
1722,4633,0,4,1,3079,1,2,4,3,0,0
1722,4634,1,7,4,200,0,4,10,3,0,0
1723,4635,1,4,2,3274,0,2,6,3,0,0
1723,4636,0,4,1,3079,1,2,4,3,0,0
1723,4637,1,7,4,200,0,4,10,3,0,0
1724,4638,1,4,2,3274,0,2,6,3,0,0
1724,4639,0,4,1,3079,1,2,4,3,0,0
1724,4640,1,7,4,200,0,4,10,3,0,0
1725,4641,1,4,2,3274,0,2,6,3,0,0
1725,4642,0,4,1,3079,1,2,4,3,0,0
1725,4643,1,7,4,200,0,4,10,3,0,0
1726,4644,1,4,2,3274,0,2,6,3,0,0
1726,4645,0,4,1,3079,1,2,4,3,0,0
1726,4646,1,7,4,200,0,4,10,3,0,0
1727,4647,1,4,2,3274,0,2,6,3,0,0
1727,4648,0,4,1,3079,1,2,4,3,0,0
1727,4649,1,7,4,200,0,4,10,3,0,0
1728,4650,1,4,2,3274,0,2,6,3,0,0
1728,4651,0,4,1,3079,1,2,4,3,0,0
1728,4652,1,7,4,200,0,4,10,3,0,0
1729,4653,1,4,2,3274,0,2,6,3,0,0
1729,4654,0,4,1,3079,1,2,4,3,0,0
1729,4655,1,7,4,200,0,4,10,3,0,0
1730,4656,1,4,2,3274,0,2,6,3,0,0
1730,4657,0,4,1,3079,1,2,4,3,0,0
1730,4658,1,7,4,200,0,4,10,3,0,0
1731,4659,1,4,2,3274,0,2,6,3,0,0
1731,4660,0,4,1,3079,1,2,4,3,0,0
1731,4661,1,7,4,200,0,4,10,3,0,0
1732,4662,1,4,2,3274,0,2,6,3,0,0
1732,4663,0,4,1,3079,1,2,4,3,0,0
1732,4664,1,7,4,200,0,4,10,3,0,0
1733,4665,1,4,2,3274,0,2,6,3,0,0
1733,4666,0,4,1,3079,1,2,4,3,0,0
1733,4667,1,7,4,200,0,4,10,3,0,0
1734,4668,1,4,2,3274,0,2,6,3,0,0
1734,4669,0,4,1,3079,1,2,4,3,0,0
1734,4670,1,7,4,200,0,4,10,3,0,0
1735,4671,1,4,2,3274,0,2,6,3,0,0
1735,4672,0,4,1,3079,1,2,4,3,0,0
1735,4673,1,7,4,200,0,4,10,3,0,0
1736,4674,1,4,2,3274,0,2,6,3,0,0
1736,4675,0,4,1,3079,1,2,4,3,0,0
1736,4676,1,7,4,200,0,4,10,3,0,0
1737,4677,1,4,2,3274,0,2,6,3,0,0
1737,4678,0,4,1,3079,1,2,4,3,0,0
1737,4679,1,7,4,200,0,4,10,3,0,0
1738,4680,1,4,2,3274,0,2,6,3,0,0
1738,4681,0,4,1,3079,1,2,4,3,0,0
1738,4682,1,7,4,200,0,4,10,3,0,0
1739,4683,1,4,2,3274,0,2,6,3,0,0
1739,4684,0,4,1,3079,1,2,4,3,0,0
1739,4685,1,7,4,200,0,4,10,3,0,0
1740,4686,1,4,2,3274,0,2,6,3,0,0
1740,4687,0,4,1,3079,1,2,4,3,0,0
1740,4688,1,7,4,200,0,4,10,3,0,0
1741,4689,1,4,2,3274,0,2,6,3,0,0
1741,4690,0,4,1,3079,1,2,4,3,0,0
1741,4691,1,7,4,200,0,4,10,3,0,0
1742,4692,1,4,2,3274,0,2,6,3,0,0
1742,4693,0,4,1,3079,1,2,4,3,0,0
1742,4694,1,7,4,200,0,4,10,3,0,0
1743,4695,1,4,2,3274,0,2,6,3,0,0
1743,4696,0,4,1,3079,1,2,4,3,0,0
1743,4697,1,7,4,200,0,4,10,3,0,0
1744,4698,1,4,2,3274,0,2,6,3,0,0
1744,4699,0,4,1,3079,1,2,4,3,0,0
1744,4700,1,7,4,200,0,4,10,3,0,0
1745,4701,1,4,2,3274,0,2,6,3,0,0
1745,4702,0,4,1,3079,1,2,4,3,0,0
1745,4703,1,7,4,200,0,4,10,3,0,0
1746,4704,1,4,2,3274,0,2,6,3,0,0
1746,4705,0,4,1,3079,1,2,4,3,0,0
1746,4706,1,7,4,200,0,4,10,3,0,0
1747,4707,1,4,2,3274,0,2,6,3,0,0
1747,4708,0,4,1,3079,1,2,4,3,0,0
1747,4709,1,7,4,200,0,4,10,3,0,0
1748,4710,1,4,2,3274,0,2,6,3,0,0
1748,4711,0,4,1,3079,1,2,4,3,0,0
1748,4712,1,7,4,200,0,4,10,3,0,0
1749,4713,1,4,2,3274,0,2,6,3,0,0
1749,4714,0,4,1,3079,1,2,4,3,0,0
1749,4715,1,7,4,200,0,4,10,3,0,0
1750,4716,1,4,2,3274,0,2,6,3,0,0
1750,4717,0,4,1,3079,1,2,4,3,0,0
1750,4718,1,7,4,200,0,4,10,3,0,0
1751,4719,1,4,2,3274,0,2,6,3,0,0
1751,4720,0,4,1,3079,1,2,4,3,0,0
1751,4721,1,7,4,200,0,4,10,3,0,0
1752,4722,1,4,2,3274,0,2,6,3,0,0
1752,4723,0,4,1,3079,1,2,4,3,0,0
1752,4724,1,7,4,200,0,4,10,3,0,0
1753,4725,1,4,2,3274,0,2,6,3,0,0
1753,4726,0,4,1,3079,1,2,4,3,0,0
1753,4727,1,7,4,200,0,4,10,3,0,0
1754,4728,1,4,2,3274,0,2,6,3,0,0
1754,4729,0,4,1,3079,1,2,4,3,0,0
1754,4730,1,7,4,200,0,4,10,3,0,0
1755,4731,1,4,2,3274,0,2,6,3,0,0
1755,4732,0,4,1,3079,1,2,4,3,0,0
1755,4733,1,7,4,200,0,4,10,3,0,0
1756,4734,1,4,2,3274,0,2,6,3,0,0
1756,4735,0,4,1,3079,1,2,4,3,0,0
1756,4736,1,7,4,200,0,4,10,3,0,0
1757,4737,1,4,2,3274,0,2,6,3,0,0
1757,4738,0,4,1,3079,1,2,4,3,0,0
1757,4739,1,7,4,200,0,4,10,3,0,0
1758,4740,1,4,2,3274,0,2,6,3,0,0
1758,4741,0,4,1,3079,1,2,4,3,0,0
1758,4742,1,7,4,200,0,4,10,3,0,0
1759,4743,1,4,2,3274,0,2,6,3,0,0
1759,4744,0,4,1,3079,1,2,4,3,0,0
1759,4745,1,7,4,200,0,4,10,3,0,0
1760,4746,1,4,2,3274,0,2,6,3,0,0
1760,4747,0,4,1,3079,1,2,4,3,0,0
1760,4748,1,7,4,200,0,4,10,3,0,0
1761,4749,1,4,2,3274,0,2,6,3,0,0
1761,4750,0,4,1,3079,1,2,4,3,0,0
1761,4751,1,7,4,200,0,4,10,3,0,0
1762,4752,1,4,2,3274,0,2,6,3,0,0
1762,4753,0,4,1,3079,1,2,4,3,0,0
1762,4754,1,7,4,200,0,4,10,3,0,0
1763,4755,1,4,2,3274,0,2,6,3,0,0
1763,4756,0,4,1,3079,1,2,4,3,0,0
1763,4757,1,7,4,200,0,4,10,3,0,0
1764,4758,1,4,2,3274,0,2,6,3,0,0
1764,4759,0,4,1,3079,1,2,4,3,0,0
1764,4760,1,7,4,200,0,4,10,3,0,0
1765,4761,1,4,2,3274,0,2,6,3,0,0
1765,4762,0,4,1,3079,1,2,4,3,0,0
1765,4763,1,7,4,200,0,4,10,3,0,0
1766,4764,1,4,2,3274,0,2,6,3,0,0
1766,4765,0,4,1,3079,1,2,4,3,0,0
1766,4766,1,7,4,200,0,4,10,3,0,0
1767,4767,1,4,2,3274,0,2,6,3,0,0
1767,4768,0,4,1,3079,1,2,4,3,0,0
1767,4769,1,7,4,200,0,4,10,3,0,0
1768,4770,1,4,2,3274,0,2,6,3,0,0
1768,4771,0,4,1,3079,1,2,4,3,0,0
1768,4772,1,7,4,200,0,4,10,3,0,0
1769,4773,1,4,2,3274,0,2,6,3,0,0
1769,4774,0,4,1,3079,1,2,4,3,0,0
1769,4775,1,7,4,200,0,4,10,3,0,0
1770,4776,1,4,2,3274,0,2,6,3,0,0
1770,4777,0,4,1,3079,1,2,4,3,0,0
1770,4778,1,7,4,200,0,4,10,3,0,0
1771,4779,1,4,2,3274,0,2,6,3,0,0
1771,4780,0,4,1,3079,1,2,4,3,0,0
1771,4781,1,7,4,200,0,4,10,3,0,0
1772,4782,1,4,2,3274,0,2,6,3,0,0
1772,4783,0,4,1,3079,1,2,4,3,0,0
1772,4784,1,7,4,200,0,4,10,3,0,0
1773,4785,1,4,2,3274,0,2,6,3,0,0
1773,4786,0,4,1,3079,1,2,4,3,0,0
1773,4787,1,7,4,200,0,4,10,3,0,0
1774,4788,1,4,2,3274,0,2,6,3,0,0
1774,4789,0,4,1,3079,1,2,4,3,0,0
1774,4790,1,7,4,200,0,4,10,3,0,0
1775,4791,1,4,2,3274,0,2,6,3,0,0
1775,4792,0,4,1,3079,1,2,4,3,0,0
1775,4793,1,7,4,200,0,4,10,3,0,0
1776,4794,1,4,2,3274,0,2,6,3,0,0
1776,4795,0,4,1,3079,1,2,4,3,0,0
1776,4796,1,7,4,200,0,4,10,3,0,0
1777,4797,1,4,2,3274,0,2,6,3,0,0
1777,4798,0,4,1,3079,1,2,4,3,0,0
1777,4799,1,7,4,200,0,4,10,3,0,0
1778,4800,1,4,2,3274,0,2,6,3,0,0
